3.3219e+02 3.3226e+01 1.1415e+02
1.4500e+02 3.2000e+01 7.3000e+01
1.3500e+02 2.2000e+01 9.6000e+01
2.5800e+02 6.5000e+01 1.0000e+00
1.2400e+02 4.1000e+01 6.1000e+01
2.5195e+01 3.2396e+01 1.4693e+02
1.9042e+01 2.8323e+01 1.2456e+02
3.3622e+02 1.0286e+01 1.1882e+02
2.2691e+01 2.3906e+01 1.3714e+02
3.4378e+02 3.5391e+01 1.4775e+02
8.6997e+00 2.7170e+01 1.1225e+02
2.8185e+01 1.1646e+01 1.2066e+02
3.3556e+02 1.4106e+01 4.5439e+01
1.0589e+01 1.2640e+01 1.0817e+02
5.7119e+00 9.0549e+00 1.7363e+02
5.6425e+00 3.1262e+01 1.4345e+02
1.4086e+01 1.6224e+01 1.3693e+02
2.8350e+02 4.7471e+01 1.5235e+02
2.2709e+02 2.2086e+01 7.2386e+01
2.9299e+02 1.7621e+01 1.3662e+02
3.3800e+02 3.3000e+01 1.3000e+01
3.3754e+02 2.6472e+01 1.0855e+02
3.3344e+02 1.3038e+01 9.4323e+01
7.3000e+01 7.9000e+01 2.3000e+01
3.5496e+02 4.2417e+00 4.5039e+01
1.9348e+02 4.0780e+01 1.5985e+02
1.0880e+02 5.0902e+01 1.0347e+02
3.4092e+02 1.5228e+01 1.4800e+02
2.8265e+02 1.2186e+01 3.5264e+01
1.0900e+02 6.4000e+01 5.0000e+00
1.4241e+02 5.9188e+01 1.7301e+02
3.4158e+02 1.7029e+01 8.6733e+01
3.0000e+01 2.2000e+01 3.5000e+01
3.3244e+02 2.8323e+01 1.4196e+02
1.3700e+02 4.8000e+01 9.9000e+01
3.3481e+02 1.9644e+01 1.5554e+02
1.6839e+01 2.1852e+01 1.1899e+02
3.1393e+02 1.0763e+01 1.1158e+02
3.2337e+02 1.3572e+01 1.2560e+02
1.4200e+02 3.8000e+01 4.3000e+01
3.2706e+02 9.9883e+00 1.2664e+02
3.2012e+02 1.4849e+01 7.0732e+01
3.2647e+02 2.8261e+01 9.7474e+01
3.5518e+02 1.0286e+01 1.5078e+02
3.5528e+02 1.1295e+01 1.3472e+02
3.3299e+02 1.7621e+01 1.3662e+02
2.2783e+02 8.7239e+01 1.5697e+02
3.3015e+02 1.2512e+01 6.1731e+01
3.4038e+02 1.7621e+01 1.3201e+02
3.2242e+02 8.5406e+00 2.0635e+01
3.5085e+02 2.1856e+01 1.1326e+02
3.3642e+02 1.0803e+01 3.3896e+01
2.1762e+02 6.7236e+01 1.7132e+02
2.5080e+02 9.4254e+00 3.2155e+01
1.2200e+02 5.9000e+01 3.0000e+00
3.8964e+01 6.3071e+01 1.7551e+02
1.8000e+02 4.3000e+01 1.0100e+02
3.5636e+02 1.1397e+01 1.0507e+02
3.4056e+02 1.3038e+01 8.5677e+01
3.3825e+02 3.5391e+01 1.1722e+02
3.1200e+02 3.5000e+01 8.7000e+01
3.1698e+02 3.6000e+01 8.9986e+01
3.4272e+00 3.0049e+01 1.3430e+02
1.2000e+02 4.0000e+01 8.3000e+01
1.2000e+02 3.0000e+01 8.7000e+01
1.3547e+02 3.3849e+01 1.0210e+02
3.5358e+02 2.8432e+01 1.4946e+02
3.0646e+02 2.6264e+01 6.6802e+01
8.8182e-01 4.9734e+01 1.6017e+02
2.0000e+00 3.6000e+01 1.0000e+01
5.9437e+00 6.3443e+01 1.6881e+02
9.3679e+00 1.3423e+01 1.3158e+02
2.6183e+02 1.2640e+01 1.6141e+02
6.8000e+01 8.9000e+01 1.9000e+01
2.6642e+01 8.9066e+01 1.5900e+02
3.5450e+02 4.3371e+01 1.3141e+02
2.7472e+01 6.3040e+01 1.7663e+02
8.4000e+01 7.2000e+01 4.8000e+01
2.7915e+02 9.4254e+00 1.2180e+02
