1.5264e+02 6.2187e+01 -3.6061e+01
1.5220e+02 6.1676e+01 -3.8632e+01
1.5161e+02 6.0950e+01 -4.4299e+01
1.5238e+02 6.1414e+01 -3.9284e+01
1.5461e+02 7.4660e+01 -4.0068e+01
1.5470e+02 7.0428e+01 -3.2253e+01
2.9103e+02 6.7559e+01 -1.4220e+02
2.8634e+02 6.5465e+01 -1.3545e+02
2.8864e+02 7.0338e+01 -1.4101e+02
2.9148e+02 6.6065e+01 -1.3141e+02
2.9085e+02 6.3985e+01 -1.2673e+02
2.8943e+02 7.1155e+01 -1.3657e+02
3.0491e+02 6.8766e+01 -1.1711e+02
1.4913e+02 4.9913e+01 -5.6495e+01
2.9431e+02 6.7483e+01 -1.3772e+02
2.7975e+02 6.7421e+01 -1.3863e+02
2.8587e+02 6.4986e+01 -1.3832e+02
1.5877e+02 7.3930e+01 -3.8957e+01
1.4647e+02 6.1695e+01 -4.6456e+01
1.6823e+02 6.8564e+01 -3.5033e+01
1.7180e+02 6.2218e+01 -3.5620e+01
1.7594e+02 6.4457e+01 -3.3739e+01
1.5922e+02 8.1805e+01 -3.7872e+01
1.6350e+02 8.6575e+01 -3.3334e+01
3.4149e+02 8.9744e+01 2.9726e+01
1.5513e+02 6.0198e+01 -3.7155e+01
3.0505e+02 7.4556e+01 -1.5034e+02
2.8996e+02 5.9296e+01 -1.4694e+02
3.3556e+02 5.6760e+01 -1.3993e+02
3.4630e+02 8.3361e+01 3.3497e+01
3.4220e+02 8.8378e+01 2.8425e+01
1.6298e+02 8.9729e+01 -3.3243e+01
1.7250e+02 7.5952e+01 -3.8081e+01
1.6136e+02 5.7986e+01 -4.6900e+01
3.4156e+02 8.8162e+01 2.9992e+01
1.5951e+02 8.8659e+01 -2.8705e+01
1.6331e+02 7.4434e+01 -3.2810e+01
1.6161e+02 7.9278e+01 -3.6962e+01
1.5801e+02 8.1856e+01 -2.5127e+01
1.6578e+02 7.0614e+01 -3.9249e+01
1.6203e+02 8.7528e+01 -2.6120e+01
3.4720e+02 8.1683e+01 2.2256e+01
3.4371e+02 8.8759e+01 2.0094e+01
3.4675e+02 7.9624e+01 2.5781e+01
3.4189e+02 8.9314e+01 2.4913e+01
1.7395e+02 8.8550e+01 -3.0163e+01
3.4261e+02 7.9963e+01 2.3820e+01
3.4413e+02 8.6696e+01 2.7806e+01
3.1267e+02 6.4899e+01 -1.3769e+02
3.3469e+02 7.2956e+01 1.8738e+01
3.4690e+02 7.9010e+01 2.3427e+01
3.3948e+02 7.6202e+01 2.0432e+01
3.1297e+02 6.6792e+01 -1.4336e+02
3.1076e+02 6.4975e+01 -1.4337e+02
3.5013e+02 8.5193e+01 3.0125e+01
3.0985e+02 6.6661e+01 -1.5008e+02
3.2265e+02 6.1037e+01 -1.4115e+02
3.1314e+02 6.0287e+01 -1.4006e+02
3.1012e+02 5.8161e+01 -1.4589e+02
3.4012e+02 7.4409e+01 2.4516e+01
1.5095e+02 6.3977e+01 -4.1677e+01
1.5119e+02 4.8196e+01 -3.4893e+01
3.2325e+02 4.4047e+01 -1.4881e+02
1.6300e+02 7.5742e+01 -3.2708e+01
3.5628e+02 7.5380e+01 2.8911e+01
1.6896e+02 8.3046e+01 -3.0793e+01
3.0289e+02 6.9253e+01 -1.6722e+02
1.6861e+02 8.3596e+01 -2.5901e+01
1.6532e+02 6.5603e+01 -3.0612e+01
1.6811e+02 7.7626e+01 -2.8093e+01
1.3481e+02 5.3446e+01 -6.2696e+01
3.1247e+02 4.4804e+01 -1.5668e+02
3.1744e+02 3.5624e+01 -1.5416e+02
1.6468e+02 7.1062e+01 -3.7108e+01
1.6790e+02 7.1407e+01 -2.6799e+01
1.7974e+02 8.6433e+01 -4.7080e+01
1.7587e+01 8.5088e+01 6.5269e+01
3.5505e+02 8.1543e+01 3.0069e+01
1.2928e+02 5.3456e+01 -7.0057e+01
1.7171e+02 7.1503e+01 -3.7100e+01
1.4766e+02 3.8286e+01 1.9312e+01
1.5788e+02 7.3000e+01 -4.1939e+01
1.7018e+02 7.1869e+01 -4.2639e+01
1.6684e+02 7.6064e+01 -2.8091e+01
1.6845e+02 7.6138e+01 -3.0991e+01
3.1619e+02 4.6897e+01 -1.4164e+02
3.2613e+02 3.7339e+01 -1.3713e+02
3.2560e+02 3.7017e+01 -1.3875e+02
1.6863e+02 7.0324e+01 -2.8150e+01
3.5308e+02 7.5822e+01 3.5514e+01
3.5178e+02 7.8631e+01 3.4069e+01
3.4793e+02 8.0983e+01 2.8710e+01
3.5486e+02 7.0098e+01 3.0958e+01
3.0458e+02 5.5602e+01 -1.3522e+02
3.6037e+01 5.3858e+01 5.2589e+01
2.9751e+01 5.3407e+01 6.4908e+01
1.6455e+02 6.1779e+01 -3.3905e+01
3.9188e+01 5.4319e+01 4.8598e+01
1.2361e+01 3.3577e+01 4.9382e+01
3.5461e+02 7.8080e+01 3.5816e+01
1.4861e+02 6.2537e+01 -3.8963e+01
1.5232e+02 6.1488e+01 -4.0637e+01
1.5786e+02 6.6509e+01 -3.6699e+01
1.5010e+02 5.4844e+01 -4.8986e+01
1.5479e+02 6.3581e+01 -3.8541e+01
1.5649e+02 7.1532e+01 -2.9026e+01
1.4604e+02 7.3782e+01 -4.3612e+01
1.4896e+02 6.5813e+01 -3.8646e+01
1.6418e+02 7.2412e+01 -3.9699e+01
1.5146e+02 6.7767e+01 -4.1988e+01
1.5648e+02 6.9755e+01 -4.0927e+01
1.5713e+02 7.1781e+01 -4.0611e+01
1.5801e+02 7.2892e+01 -4.0633e+01
1.5607e+02 6.6182e+01 -4.7249e+01
1.5611e+02 7.8029e+01 -4.1268e+01
1.6162e+02 7.5515e+01 -3.4007e+01
1.6030e+02 7.5041e+01 -4.2375e+01
1.5807e+02 7.3164e+01 -4.0793e+01
1.5999e+02 7.6269e+01 -3.2367e+01
1.5560e+02 7.3078e+01 -3.4302e+01
1.5799e+02 8.4263e+01 -2.9068e+01
1.5124e+02 6.8492e+01 -3.8413e+01
1.5402e+02 7.4215e+01 -2.2592e+01
3.4335e+02 8.6596e+01 2.7070e+01
3.2735e+02 4.3400e+01 -1.4376e+02
3.1038e+02 6.3970e+01 -1.5237e+02
1.5752e+02 5.7754e+01 -2.5805e+01
3.2759e+02 3.4249e+01 -1.4251e+02
3.4790e+02 7.8123e+01 2.4061e+01
3.4828e+02 8.2255e+01 2.9788e+01
3.5028e+02 8.5667e+01 2.7899e+01
1.7246e+02 7.6857e+01 -3.4158e+01
1.5706e+02 8.3399e+01 -3.4143e+01
3.5795e+02 7.8664e+01 3.5188e+01
1.5818e+02 4.8953e+01 -3.7212e+01
1.5992e+02 6.0111e+01 -6.7769e+01
1.5848e+02 5.4334e+01 -4.1776e+01
1.5348e+02 4.9124e+01 -3.7534e+01
1.6355e+02 5.9519e+01 -2.7726e+01
1.5621e+02 4.5165e+01 -4.0404e+01
1.6533e+02 5.5515e+01 -1.5641e+01
