1.4769e+02 4.8600e+01 -5.0579e+01
1.5382e+02 5.1484e+01 -4.5873e+01
3.0021e+02 5.9834e+01 -1.4348e+02
2.9713e+02 6.0979e+01 -1.4646e+02
3.1873e+02 6.3623e+01 -1.3899e+02
3.2140e+02 6.8009e+01 -1.3699e+02
2.9833e+02 7.8925e+01 -1.5545e+02
3.1788e+02 5.5178e+01 -1.4722e+02
3.1426e+02 6.2646e+01 -1.4659e+02
3.1571e+02 7.1717e+01 -1.3671e+02
3.1726e+02 6.4407e+01 -1.5123e+02
2.9832e+02 7.4690e+01 -1.3108e+02
2.8109e+02 8.0915e+01 -1.3825e+02
3.1798e+02 6.7177e+01 -1.4912e+02
3.2041e+02 5.7396e+01 -1.4743e+02
3.1597e+02 6.8450e+01 -1.5923e+02
2.8785e+02 7.7241e+01 -1.3798e+02
3.1546e+02 6.8481e+01 -1.4601e+02
3.1071e+02 7.5977e+01 -1.5326e+02
3.1351e+02 6.7004e+01 -1.5359e+02
3.0612e+02 7.0883e+01 -1.4325e+02
3.1954e+02 5.3788e+01 -1.3773e+02
3.0276e+02 6.5736e+01 -1.4094e+02
3.2656e+02 4.4680e+01 -1.5674e+02
3.1528e+02 5.1367e+01 -1.5207e+02
3.0217e+02 7.3691e+01 -1.4581e+02
