id,code,name,lat,long,pap,moun,eq,mmax
105,N-K9,Denizli,38.15,28.60,6.9,7.0,7.0,7.0
,N-K9,Denizli,37.20,28.75,6.9,7.0,7.0,7.0
,N-K9,Denizli,37.15,29.40,6.9,7.0,7.0,7.0
,N-K9,Denizli,37.95,30.20,6.9,7.0,7.0,7.0
,N-K9,Denizli,37.95,28.90,6.9,7.0,7.0,7.0
106,N-K10,Antalya,37.15,29.40,7.0,6.9,7.0,7.0
,N-K10,Antalya,36.90,29.90,7.0,6.9,7.0,7.0
,N-K10,Antalya,36.70,30.50,7.0,6.9,7.0,7.0
,N-K10,Antalya,36.70,31.10,7.0,6.9,7.0,7.0
,N-K10,Antalya,37.95,31.10,7.0,6.9,7.0,7.0
,N-K10,Antalya,37.95,30.20,7.0,6.9,7.0,7.0
107,N-K11,Santorini,36.45,25.10,6.1,6.6,6.1,6.5
,N-K11,Santorini,36.22,25.40,6.1,6.6,6.1,6.5
,N-K11,Santorini,36.45,25.65,6.1,6.6,6.1,6.5
,N-K11,Santorini,36.65,25.50,6.1,6.6,6.1,6.5
108,N-K12,Amorgos,36.65,25.50,7.3,7.1,7.5,7.5
,N-K12,Amorgos,36.45,25.65,7.3,7.1,7.5,7.5
,N-K12,Amorgos,36.45,26.85,7.3,7.1,7.5,7.5
,N-K12,Amorgos,37.30,26.50,7.3,7.1,7.5,7.5
109,N-K13,Kos,37.30,26.50,7.1,7.2,7.0,7.0
,N-K13,Kos,36.45,26.85,7.1,7.2,7.0,7.0
,N-K13,Kos,36.50,27.20,7.1,7.2,7.0,7.0
,N-K13,Kos,36.60,27.50,7.1,7.2,7.0,7.0
,N-K13,Kos,37.28,27.40,7.1,7.2,7.0,7.0
110,N-K14,Bodrum,37.28,27.40,7.1,7.3,6.8,7.0
,N-K14,Bodrum,36.60,27.50,7.1,7.3,6.8,7.0
,N-K14,Bodrum,37.00,28.75,7.1,7.3,6.8,7.0
,N-K14,Bodrum,37.20,28.75,7.1,7.3,6.8,7.0
111,N-K15,Symi,36.50,27.20,6.7,6.9,6.8,6.8
,N-K15,Symi,36.25,27.65,6.7,6.9,6.8,6.8
,N-K15,Symi,36.70,28.75,6.7,6.9,6.8,6.8
,N-K15,Symi,37.00,28.75,6.7,6.9,6.8,6.8
,N-K15,Symi,36.60,27.50,6.7,6.9,6.8,6.8
112,N-K16,Fethiye,37.20,28.75,-,6.3,5.7,6.8
,N-K16,Fethiye,37.00,28.75,-,6.3,5.7,6.8
,N-K16,Fethiye,36.70,28.75,-,6.3,5.7,6.8
,N-K16,Fethiye,36.60,28.95,-,6.3,5.7,6.8
,N-K16,Fethiye,36.40,29.50,-,6.3,5.7,6.8
,N-K16,Fethiye,36.90,29.90,-,6.3,5.7,6.8
,N-K16,Fethiye,37.15,29.40,-,6.3,5.7,6.8
113,N-K17,Finike,36.40,29.50,-,-,5.2,6.0
,N-K17,Finike,36.10,31.00,-,-,5.2,6.0
,N-K17,Finike,36.70,31.10,-,-,5.2,6.0
,N-K17,Finike,36.70,30.50,-,-,5.2,6.0
,N-K17,Finike,36.90,29.90,-,-,5.2,6.0
